Date,Observer,Location,Point,StandardizedLocationName,newspotnames,index,cmc_comments,answers,whattodowiththisrecord,Start.Time..24h.,Latitude,Longitude,Cloud,Wind,Notes,Species.before,Species.After
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC1,PENN,PENNPC01,14additional,,,KEEP,9:24,34.92908,-97.54736,0,15 SSW,,BEVI to NNW,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC3,PENN,PENNPC03,15additional,,,KEEP,9:43,34.94353,-97.54741,0,15 SSW,,2 MODO to SW,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC5,PENN,PENNPC05,16additional,,,KEEP,10:00,34.95787,-97.54742,0,15 SSW,,GRSP singing on fenceline to N,
6/1/2013,JDR,Red River MA,SP01,REDR,REDR-PC05,442,,,KEEP,18:29,33.88612,-97.29125,5%,10-15 NNE,,,
6/1/2013,JDR,Red River MA,SP02,REDR,REDR-PC04,443,,,KEEP,18:53,33.88961,-97.29128,5%,10-15 NNE,,,
6/29/2013,JDR,Rita Blanca,PC2a,RBNG,RBNG-PC22,450,,,KEEP,19:06,36.5305,-102.94289,100,0-5 E,,,
6/29/2013,JDR,Rita Blanca,PC2b,RBNG,RBNG-PC24,451,,,KEEP,19:25,36.53054,-102.92439,100,5-10 E,Winds increasing; storms to west,,
6/29/2013,JDR,Rita Blanca,PC2c,RBNG,RBNG-PC26,452,,,KEEP,19:41,36.53049,-102.90648,100,10-15 E,,,
4/25/2014,JDR,Rita Blanca NG,10,RBNG,RBNG-PC12,94,,,KEEP,12:09,36.53065,-102.71555,60,0 to 5,,,CHSP
4/25/2014,JDR,Rita Blanca NG,14,RBNG,RBNG-PC16,95,,,KEEP,12:39,36.53061,-102.75233,60,0 to 5,"Between this and next point: VESP, GRSP, CASP, LOSH, SWHA, NOMO, WCSP",,LASP
4/25/2014,JDR,Rita Blanca NG,24,RBNG,RBNG-PC27,96,,,KEEP,13:27,36.53055,-102.89725,70,5 to 10,All high-level clouds (cirrus),,"LASP, BHCO, WCSP, CCSP, CASP"
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,RBNG,RBNG-PC22,17additional,,,KEEP,19:06,36.5305,-102.94289,100,0-5 E,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC24,RBNG,RBNG-PC24,18additional,,,KEEP,19:25,36.53054,-102.92439,100,5-10 E,Winds increasing; storms to west,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC26,RBNG,RBNG-PC26,19additional,,,KEEP,19:41,36.53049,-102.90648,100,10-15 E,,,
6/11/2013,JDR,Sandy Sanders WMA,SAND-PC3,SAND,SAND-PC03,13additional,,,KEEP,6:54,35.01656,-99.71515,,0-5 SSE,,,
5/18/2014,JDR,Selman Ranch,2,SELM,SELMPC03,103,,,KEEP,7:50,36.77757,-99.39109,100,5 to 10,,EAKI,
5/18/2014,JDR,Selman Ranch,6,SELM,SELMPC06,102,,,KEEP,7:30,36.79774,-99.39929,80,5 to 10,Spitting rain throughout,,
6/3/2013,JDR,Selman Ranch,PC03,SELM,SELMPC03,456,"There is a PC3, but no lat/long given here nor time or any other metadata",Typo (longitude as positive),KEEP,12:12,36.77758,-99.39111,,20-25,time and lat/long taken from datasheet. (cmc 2016/10/25),,
4/18/2014,JDR,Sod Farms,3,SOFA,SOFAPC3,83,,,KEEP,7:32,35.146,-97.44749,10,0 to 5,Interrupted by Sherriff for 2min,,
4/18/2014,JDR,Sod Farms,6,SOFA,SOFAPC6,84,,,KEEP,7:51,35.13152,-97.43319,10,0 to 5,,,"NOHA, AMCR, CCSP"
4/18/2014,JDR,Sod Farms,9,SOFA,SOFAPC9,85,,,KEEP,8:15,35.13155,-97.4108,10,0 to 5,,,
4/18/2014,JDR,Sod Farms,12,SOFA,SOFAPC12,86,,,KEEP,9:01,35.10412,-97.4241,10,0 to 5,,,
6/21/2013,JDR,WMWR,PC-E49a,WMWR,WMWR-PC04,508,,,KEEP,11:26,34.7407,-98.72861,15,15-20 S,,,
6/21/2013,JDR,WMWR,PC-E49b,WMWR,WMWR-PC08,509,,,KEEP,11:44,34.73247,-98.69395,15,15-20 S,,,
6/23/2013,JDR,WMWR,PC-E49c,WMWR,WMWR-PC12,510,,,KEEP,6:21,34.72072,-98.66229,25,10-15 SSE,,,
6/23/2013,JDR,WMWR,PC-E49d,WMWR,WMWR-PC16,511,unclear from order or name,cmc: found lat/long in additional spreadsheet,KEEP,6:42,34.70144,-98.62808,,,discard if cannot find lat/long (2016/09/28 cmc).  Brought lat/long from additional pc metadata (2016/10/25 cmc).,,
6/23/2013,JDR,WMWR,PC-E49e,WMWR,WMWR-PC20,512,,,KEEP,7:02,34.72621,-98.5958,,,,,
6/23/2013,JDR,WMWR,PC-E49f,WMWR,WMWR-PC24,513,,,KEEP,7:30,34.73294,-98.56629,35,15-20 S,,,
6/23/2013,JDR,WMWR,PC-NorthBoundary1,MEER,MEER-PC04,514,unclear from order or name,cmc: found lat/long in additional spreadsheet,KEEP,8:09,34.79708,-98.57841,,,discard if cannot find lat/long (2016/09/28 cmc).  Brought lat/long from additional pc metadata (2016/10/25 cmc).,,
6/23/2013,JDR,WMWR,PC-NorthBoundary2,MEER,MEER-PC08,515,,,KEEP,8:29,34.80175,-98.61359,,,,,
6/21/2013,JDR,WMWR,PC-W49a,W49H,W49H-PC04,516,,,KEEP,10:18,34.73978,-98.81558,15,15-20 S,,,
6/21/2013,JDR,WMWR,PC-W49b,W49H,W49H-PC08,517,,,KEEP,10:36,34.73981,-98.85043,15,15-20 S,,,
6/21/2013,JDR,WMWR,PC-W49c,W49H,W49H-PC12,518,,,KEEP,10:55,34.73966,-98.88548,15,15-20 S (Increasing),,,
6/27/2014,Jessica,Black Mesa SP,1,BLKM,BLKM-PC01,140,"probably PC1, just off?",Likely rounded to 2 decimal places on sheet,KEEP,14:39,36.8024,-102.87727,70,15 to 20,ADIOS HOLA'S!!!,,
6/27/2014,Jessica,Black Mesa SP,3,BLKM,BLKM-PC03,139,"probably PC3, just off?",Likely rounded to 2 decimal places on sheet,KEEP,14:22,36.817,-102.87723,90,15 to 20,,,
6/27/2014,Jessica,Black Mesa SP,5,BLKM,BLKM-PC05,138,,Likely rounded to 2 decimal places on sheet,KEEP,14:00,36.83082,-102.87759,90,10 to 15,,,
4/20/2014,Jessica,Caddo Co Center Pivots,3,CADD,CADDPC03,104,,,KEEP,8:00,35.32457,-98.48263,100,0 to 5,,,
4/20/2014,Jessica,Caddo Co Center Pivots,7,CADD,CADDPC07,105,,,KEEP,8:34,35.34854,-98.47028,100,0 to 5,,,
4/20/2014,Jessica,Caddo Co Center Pivots,11,CADD,CADDPC11,106,,,KEEP,8:59,35.38124,-98.46503,100,0 to 5,,,
4/20/2014,Jessica,Caddo Co Center Pivots,15,CADD,CADDPC14,107,,,KEEP,9:18,35.40968,-98.46517,100,0 to 5,,,
4/20/2014,Jessica,Caddo Co Center Pivots,19,CADD,CADDPC18,108,,,KEEP,9:45,35.42094,-98.44054,100,0 to 5,,,
4/20/2014,Jessica,Caddo Co Center Pivots,23,CADD,CADDPC22,109,,,KEEP,10:12,35.4614,-98.39457,100,0 to 5,,,
4/20/2014,Jessica,Caddo Co Center Pivots,27,CADD,CADDPC26,110,,,KEEP,10:37,35.47896,-98.3779,100,0 to 5,,,
6/18/2014,Jessica,Cimarron Hills,PC01,CIMH,CIMHPC01,100additional,,,KEEP,18:07,36.93837,-99.39299,35.00%,20 to 25,,,
6/18/2014,Jessica,Cimarron Hills,PC12,CIMH,NA,99additional,CIMHPC12?  Halfway between it.,Just toss it. Rest of surveys from that afternoon are likely junk as well (high winds),DISCARD,17:17,36.98719,-99.37579,30.00%,20 to 25,,,
6/19/2014,Jessica,Cimmaron Hills,1,CIMH,CIMHPC01,126,"probably PC1, just off?",Likely rounded to 2 decimal places on sheet,KEEP,8:17,36.93846,-99.39312,20,0 to 5,,,
6/19/2014,Jessica,Cimmaron Hills,2,CIMH,CIMHPC02,127,"probably PC2, just off?",Likely rounded to 2 decimal places on sheet,KEEP,8:33,36.94392,-99.39935,20,0 to 5,,,
6/19/2014,Jessica,Cimmaron Hills,3,CIMH,CIMHPC03,128,,Likely rounded to 2 decimal places on sheet,KEEP,8:49,36.9504,-99.40236,10,0 to 5,,,
6/19/2014,Jessica,Cimmaron Hills,4,CIMH,CIMHPC04,129,"probably PC4, just off?  I assume that since the PCs are along roads I should use the main gpx file lat/long values instead as the GPS given by observer was probably not accurate?",Likely rounded to 2 decimal places on sheet,KEEP,9:05,36.95972,-99.40328,10,5 to 10,,,
6/19/2014,Jessica,Cimmaron Hills,5,CIMH,CIMHPC05,130,"probably PC5, just off?",Likely rounded to 2 decimal places on sheet,KEEP,9:21,36.96438,-99.40336,10,10 to 15,near hills,,
6/19/2014,Jessica,Cimmaron Hills,6,CIMH,CIMHPC06,131,,Likely rounded to 2 decimal places on sheet,KEEP,9:35,36.97109,-99.40157,10,5 to 10,,,
6/19/2014,Jessica,Cimmaron Hills,7,CIMH,CIMHPC07,132,"probably PC7, just off? ",Likely rounded to 2 decimal places on sheet,KEEP,9:49,36.97277,-99.39665,10,10 to 15,,,
6/19/2014,Jessica,Cimmaron Hills,8,CIMH,CIMHPC08,133,"probably PC8, just off?",Likely rounded to 2 decimal places on sheet,KEEP,10:01,36.9735,-99.39207,10,10 to 15,,,
6/19/2014,Jessica,Cimmaron Hills,9,CIMH,CIMHPC09,134,"probably PC9, just off?",Likely rounded to 2 decimal places on sheet,KEEP,10:22,36.98348,-99.3921,10,5 to 10,,,
6/19/2014,Jessica,Cimmaron Hills,10,CIMH,CIMHPC10,135,,Likely rounded to 2 decimal places on sheet,KEEP,10:34,36.9872,-99.39055,20,5 to 10,,,
6/19/2014,Jessica,Cimmaron Hills,11,CIMH,CIMHPC11,136,"probably PC11, just off?",Likely rounded to 2 decimal places on sheet,KEEP,10:48,36.98715,-99.38189,10,5 to 10,,,
6/19/2014,Jessica,Cimmaron Hills,12,CIMH,CIMHPC12,137,"probably PC12, just off?",Likely rounded to 2 decimal places on sheet,KEEP,11:02,36.98718,-99.36842,10,5 to 10,,,
6/7/2014,Jessica,Grimes switchgrass,1,GRSG,GRSG-PC01,119,closest to GRSGPC01,She'd rounded to 2 decimal places on sheet,KEEP,10:47,34.79735,-97.497,40,10 to 15,,,
6/7/2014,Jessica,Grimes switchgrass,2,GRSG,GRSG-PC02,117,identical to 118. closest to GRSGPC02.,She'd rounded to 2 decimal places on sheet,KEEP,10:19,34.79732,-97.4818,80,0 to 5,,,
6/7/2014,Jessica,Grimes switchgrass,3,GRSG,GRSG-PC03,118,identical to 117.,She'd rounded to 2 decimal places on sheet,KEEP,10:32,34.80245,-97.47529,50,10 to 15,,,
6/7/2014,Jessica,Pennsylvania Ave near Chickasha,1,PENN,PENNPC01,121,,She'd rounded to 2 decimal places on sheet,KEEP,11:22,34.92908,-97.54736,30,0 to 5,Penn Road,,
6/7/2014,Jessica,Pennsylvania Ave near Chickasha,2,PENN,PENNPC02,122,"probably PC2, just off",She'd rounded to 2 decimal places on sheet,KEEP,11:36,34.9363,-97.54742,40,10 to 15,Penn Road,,
6/7/2014,Jessica,Pennsylvania Ave near Chickasha,3,PENN,PENNPC03,120,"probably PC3, just off","Likely typo, plus she looks to have rounded to 2 decimal places on sheet",KEEP,10:49,34.94353,-97.54741,40,10 to 15,Penn Road,,
6/7/2014,Jessica,Pennsylvania Ave near Chickasha,4,PENN,PENNPC04,123,,She'd rounded to 2 decimal places on sheet,KEEP,12:00,34.95073,-97.54742,50,10 to 15,Penn Road,,
6/7/2014,Jessica,Pennsylvania Ave near Chickasha,5,PENN,PENNPC05,124,"probably PC5, just off",She'd rounded to 2 decimal places on sheet,KEEP,12:11,34.95787,-97.54742,70,10 to 15,Penn Road,,
6/7/2014,Jessica,Pennsylvania Ave near Chickasha,6,PENN,PENNPC06,125,"probably PC6, just off",She'd rounded to 2 decimal places on sheet,KEEP,12:25,34.96521,-97.54739,100,10 to 15,Penn Road,,
6/27/2014,Jessica,Rita Blanca NG,1,RBNG,RBNG-PC01,141,"probably PC1, just off",Likely rounded to 2 decimal places on sheet,KEEP,7:25,36.51598,-102.62047,100,5 to 10,Lots of Corn!,,
6/27/2014,Jessica,Rita Blanca NG,2,RBNG,RBNG-PC02,142,"probably PC2, just off",Likely rounded to 2 decimal places on sheet,KEEP,7:40,36.51605,-102.62952,100,0 to 5,,,
6/27/2014,Jessica,Rita Blanca NG,3,RBNG,RBNG-PC03,143,"probably PC3, just off",Likely rounded to 2 decimal places on sheet,KEEP,7:53,36.5161,-102.63846,100,0 to 5,,,
6/27/2014,Jessica,Rita Blanca NG,4,RBNG,RBNG-PC04,144,"probably PC4, just off",Likely rounded to 2 decimal places on sheet,KEEP,8:06,36.51605,-102.64748,100,0 to 5,,,
6/27/2014,Jessica,Rita Blanca NG,5,RBNG,RBNG-PC05,145,"probably PC5, just off",Likely rounded to 2 decimal places on sheet,KEEP,8:27,36.51603,-102.65647,100,0 to 5,,,
6/27/2014,Jessica,Rita Blanca NG,6,RBNG,RBNG-PC06,146,"probably PC6, just off",Likely rounded to 2 decimal places on sheet,KEEP,8:53,36.51609,-102.6658,100,0 to 5,,,
6/27/2014,Jessica,Rita Blanca NG,7,RBNG,RBNG-PC07,147,"probably PC7, just off",Likely rounded to 2 decimal places on sheet,KEEP,9:06,36.51613,-102.6749,100,10 to 15,,,
6/27/2014,Jessica,Rita Blanca NG,8,RBNG,RBNG-PC08,148,"probably PC8, just off",Likely rounded to 2 decimal places on sheet,KEEP,9:20,36.51611,-102.68392,100,10 to 15,,,
6/27/2014,Jessica,Rita Blanca NG,9,RBNG,RBNG-PC09,149,"probably PC9, just off",Likely rounded to 2 decimal places on sheet,KEEP,9:33,36.51621,-102.6933,100,5 to 10,,,
6/27/2014,Jessica,Rita Blanca NG,10,RBNG,RBNG-PC10,150,"probably PC10, just off",Likely rounded to 2 decimal places on sheet,KEEP,9:45,36.52319,-102.69707,100,10 to 15,,,
6/27/2014,Jessica,Rita Blanca NG,11,RBNG,RBNG-PC11,151,,Likely rounded to 2 decimal places on sheet,KEEP,9:57,36.53065,-102.69708,100,10 to 15,,,
6/27/2014,Jessica,Rita Blanca NG,13,RBNG,RBNG-PC13,152,"probably PC13, just off (halfway between 12 and 13, but rest of this series has correct number when matchable)",Likely rounded to 2 decimal places on sheet,KEEP,10:19,36.5307,-102.72473,100,10 to 15,,,
6/27/2014,Jessica,Rita Blanca NG,15,RBNG,RBNG-PC15,153,"probably PC15, just off",Likely rounded to 2 decimal places on sheet,KEEP,10:39,36.53067,-102.74321,100,10 to 15,,BUOW,
6/27/2014,Jessica,Rita Blanca NG,17,RBNG,RBNG-PC17,154,,Likely rounded to 2 decimal places on sheet,KEEP,11:08,36.53066,-102.76153,100,10 to 15,,,
6/27/2014,Jessica,Rita Blanca NG,18,RBNG,RBNG-PC19,155,,Likely rounded to 2 decimal places on sheet,KEEP,11:23,36.53065,-102.77992,100,10 to 15,,,
6/5/2014,Jessica,Tallgrass Prairie,3,TGPP,TGPWPC03,114,"halfway between 3 and 4, closer to 3, but 3 just done day before.",She'd rounded to 2 decimal places on sheet,KEEP,13:50,36.87103,-96.5648,40,10 to 15,,,
6/5/2014,Jessica,Tallgrass Prairie,7,TGPP,TGPWPC07,115,"halfway between 7 and 8, closer to 7, but 7 just done day before.",She'd rounded to 2 decimal places on sheet,KEEP,14:16,36.84174,-96.56457,50,10 to 15,check latitude,,
6/5/2014,Jessica,Tallgrass Prairie,11,TGPP,TGPWPC11,116,"halfway between 11 and 12, but slightly closer to 12.  11 done day before.",She'd rounded to 2 decimal places on sheet,KEEP,14:41,36.81322,-96.56448,40,10 to 15,,,
5/8/2014,Jessica,WMWR,8,WWMT,WWMT-PC06,113,WWMT and WXRD and other wichita mountain points often misnamed.  Notes column says WWMTPC-08 which does not exist in main file.,confirmed,KEEP,12:15,34.8365,-98.82606,20,10 to 15,"WWMT-PC08, point not in BC",,
5/8/2014,Jessica,WWMT,4,WWMT,WWMT-PC04,112,,,KEEP,11:53,34.82412,-98.82607,50,10 to 15,WWMT-PC04,,
5/8/2014,Jessica,WXRD,4,WXRD,WXRD-PC04,111,,,KEEP,10:50,34.69614,-98.7999,100,10 to 15,WXRD-PC04,,
6/4/2013,JGK,Drummond Flats WMA,DRMD-PC1,DRMD,DRMD-PC01,408,,,KEEP,11:45,36.31833,-98.00858,15%,10-15 N,Pastureland,,
6/4/2013,JGK,Drummond Flats WMA,DRMD-PC3,DRMD,DRMD-PC03,410,,,KEEP,12:21,36.31841,-97.99052,15%,10-15 N,"Pastureland, Next to Farm House",,
6/10/2013,JGK,Grazinglands Res Lab,GRLB-PC11,GRLB,GRLBPC11,418,,,KEEP,10:01,35.5491,-98.06111,0%,15-20 S,"crops east, pasture west",,
6/10/2013,JGK,Grazinglands Res Lab,GRLB-PC3,GRLB,GRLBPC03,419,"Between 2 and 4, not on map",confirmed,KEEP,8:43,35.55492,-98.0424,0%,10-15 S,pastureland,,
6/10/2013,JGK,Grazinglands Res Lab,GRLB-PC7,GRLB,GRLBPC07,420,,,KEEP,9:21,35.54615,-98.01105,0%,10-15 S,pastureland,,
6/21/2013,JGK,Hwy49 W of WMWR,W49H-PC1,W49H,W49H-PC01,421,,,KEEP,10:14,34.7397,-98.78923,50%,15-20 N,Grassland,,
6/21/2013,JGK,Hwy49 W of WMWR,W49H-PC5,W49H,W49H-PC05,422,,,KEEP,10:33,34.73986,-98.8245,50%,15-20 N,Grassland,,
6/21/2013,JGK,Hwy49 W of WMWR,W49H-PC9,W49H,W49H-PC09,423,,,KEEP,10:50,34.73984,-98.86005,50%,15-20 N,"Near crossroad, bridge",,
6/23/2013,JGK,Meers,MEER-PC1,MEER,MEER-PC01,424,,,KEEP,8:04,34.79718,-98.55245,75%,15-Oct,"near housr, pasture",,
6/23/2013,JGK,Meers,MEER-PC5,MEER,MEER-PC05,425,,,KEEP,8:24,34.79707,-98.58809,85%,20-25,"grassland, cheet, near barn",,
6/1/2013,JGK,Noble Foundation - Red River Farm,REDR-PC4,REDR,REDR-PC04,434,,,KEEP,18:53,33.8896,-97.29129,10%,0-5,,,
6/1/2013,JGK,Noble Foundation - Red River Farm,REDR-PC5,REDR,REDR-PC05,435,,,KEEP,18:28,33.88685,-97.29124,10%,0-5,,,
6/11/2013,JGK,Sandy Sanderson WMA,SAND-PC2,SAND,SAND-PC02,453,,,KEEP,6:51,35.01661,-99.70604,10%,0-2,"wheat N, scrubs S",,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC1,TGPW,TGPWPC01,489,,,KEEP,8:17,36.88547,-96.56495,70%,0-5 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC10,TGPW,TGPWPC10,490,,,KEEP,10:46,36.82044,-96.56453,95%,10-15 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC11,TGPW,TGPWPC11,491,,,KEEP,11:01,36.81322,-96.56448,95%,10-15 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC12,TGPW,TGPWPC12,492,,,KEEP,11:17,36.80607,-96.5644,90%,15-20 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC13,TGPW,TGPWPC13,493,,,KEEP,11:32,36.79884,-96.56431,90%,15-20 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC2,TGPW,TGPWPC02,494,,,KEEP,8:31,36.87807,-96.56489,70%,0-5 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC3,TGPW,TGPWPC03,495,,,KEEP,8:48,36.87103,-96.5648,70%,0-5 S,Near town,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC4,TGPW,TGPWPC04,496,,,KEEP,9:05,36.86348,-96.56475,70%,10-15 S,Near House,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC5,TGPW,TGPWPC05,497,,,KEEP,9:21,36.85629,-96.56473,90%,10-15 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC6,TGPW,TGPWPC06,498,,,KEEP,9:39,36.84909,-96.56463,95%,10-15 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC7,TGPW,TGPWPC07,499,,,KEEP,9:54,36.84174,-96.56457,95%,10-15 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC8,TGPW,TGPWPC08,500,,,KEEP,10:12,36.83477,-96.56457,95%,10-15 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC9,TGPW,TGPWPC09,501,,,KEEP,10:28,36.82751,-96.56455,95%,10-15 S,Pastureland,,
6/21/2013,JGK,Wichita Mountains Wildlife Refuge,WMWR-PC1,WMWR,WMWR-PC01,502,,,KEEP,11:22,34.74809,-98.75363,50%,10-15 N,Grassland,,
6/23/2013,JGK,Wichita Mountains Wildlife Refuge,WMWR-PC13,WMWR,WMWR-PC13,503,,,KEEP,6:35,34.71828,-98.65209,65%,10-15 NW,Grassland w/ tree line,,
6/23/2013,JGK,Wichita Mountains Wildlife Refuge,WMWR-PC17,WMWR,WMWR-PC17,504,,,KEEP,6:58,34.70948,-98.6196,30%,15-20 N,Grassland w/ few trees,,
6/23/2013,JGK,Wichita Mountains Wildlife Refuge,WMWR-PC21,WMWR,WMWR-PC21,505,,,KEEP,7:23,34.73139,-98.59035,45%,20+ NE,Grassland w/ cheat grass,,
6/21/2013,JGK,Wichita Mountains Wildlife Refuge,WMWR-PC5,WMWR,WMWR-PC05,506,,,KEEP,11:39,34.73652,-98.72145,50%,10-15 N,"Grassland, near trees",,
6/23/2013,JGK,Wichita Mountains Wildlife Refuge,WMWR-PC9,WMWR,WMWR-PC09,507,,,KEEP,6:15,34.72931,-98.68587,65%,10-15 NW,Grassland,,
6/8/2014,Jessica,Cimarron Hills,PC02,CIMH,CIMHPC02,95additional,,,KEEP,16:00,36.94381,-99.39931,60,20 to 25,,BEVI?,
6/8/2014,Jessica,Cimarron Hills,PC05,CIMH,CIMHPC05,97additional,,,KEEP,16:19,36.96441,-99.40335,50.00%,20 to 25,,,
6/8/2014,Jessica,Cimarron Hills,PC07,CIMH,CIMHPC07,96additional,,,KEEP,16:38,36.97285,-99.39648,30.00%,20 to 25,,,
6/8/2014,Jessica,Cimarron Hills,PC09,CIMH,CIMHPC09,98additional,,,KEEP,16:56,36.98349,-99.39213,30.00%,20 to 25,,,
5/27/2014,Josh,Alesen Rd.,3,ALES,ALES-PC03,194,"CHECK, does not exist in map",confirmed,KEEP,11:33,36.6891,-101.30484,40,10 to 15,,,
5/29/2014,Josh,Alesen Rd.,6,ALES,ALES-PC06,199,"CHECK, does not exist in map",confirmed,KEEP,11:36,36.68919,-101.3319,0,5 to 10,,,
5/29/2014,Josh,Alesen Rd.,9,ALES,ALES-PC09,200,"CHECK, does not exist in map",confirmed,KEEP,11:57,36.71038,-101.32803,0,5 to 10,,,
5/15/2014,Josh,Black Kettle NG,1,BKNG,BKNG-PC10,192,,Location didn't seem to be right. He would have been at PC10,INVESTIGATE,10:17,35.60995,-99.60295,50,5 to 10,,,"AMCR, MODO,MIKI,UVU,CLSW"
5/15/2014,Josh,Black Kettle NG,5,BKNG,BKNGPC06,193,,He would have been at PC06,INVESTIGATE,10:50,35.61714,-99.68766,70,5 to 10,,,CCSP
5/15/2014,Josh,Black Kettle NG,6,BKNG,BKNGPC06,190,,Location didn't seem to be right. He would have been at PC07,INVESTIGATE,9:18,35.61714,-99.68766,30,5 to 10,,MIKI,RBWO
5/15/2014,Josh,Black Kettle NG,8,BKNG,BKNGPC08,191,,Points overlapping,INVESTIGATE,9:39,35.60263,-99.64536,50,5 to 10,,,
5/30/2014,Josh,Black Mesa SP,0,BLKM,BLKM-PC01,222,,,KEEP,13:33,36.8024,-102.87727,70,10 to 15,,,
5/30/2014,Josh,Black Mesa SP,2,BLKM,BLKM-PC03,221,,,KEEP,13:12,36.817,-102.87723,70,10 to 15,,,
5/30/2014,Josh,Black Mesa SP,4,BLKM,BLKM-PC05,220,"CHECK, does not exist in map, very far from others in site.",Looks like a typo (missing first 8 in latitude),KEEP,12:56,36.83082,-102.87759,70,10 to 15,,,
5/30/2014,Josh,Black Mesa SP,7,BLKM,BLKM-PC08,223,"CHECK, does not exist in map",confirmed,KEEP,13:54,36.81895,-102.85915,70,10 to 15,,,
5/30/2014,Josh,Black Mesa SP,9,BLKM,BLKM-PC10,224,"CHECK, does not exist in map",confirmed,KEEP,14:13,36.81218,-102.84293,70,15 to 20,too windy to hear; quit surveys after this one,,
4/20/2014,Josh,Caddo Co Center Pivots,1,CADD,CADDPC01,167,,,KEEP,7:59,35.30999,-98.48266,100,0 to 5,Light rain,GRSP,
4/20/2014,Josh,Caddo Co Center Pivots,5,CADD,CADDPC05,168,,,KEEP,8:27,35.33833,-98.4826,100,5 to 10,,"BHCO, MODO",NOCA
4/20/2014,Josh,Caddo Co Center Pivots,9,CADD,CADDPC09,169,,,KEEP,8:53,35.36672,-98.46503,100,5 to 10,,,
4/20/2014,Josh,Caddo Co Center Pivots,13,CADD,CADDPC13,170,,,KEEP,9:15,35.39586,-98.46503,100,5 to 10,,,
4/20/2014,Josh,Caddo Co Center Pivots,17,CADD,CADDPC16,171,,,KEEP,9:42,35.4207,-98.45784,100,5 to 10,,,
4/20/2014,Josh,Caddo Co Center Pivots,21,CADD,CADDPC20,172,,,KEEP,10:08,35.44144,-98.39451,100,5 to 10,,,"HOLA, NOFL"
4/20/2014,Josh,Caddo Co Center Pivots,25,CADD,CADDPC24,173,,,KEEP,10:36,35.47143,-98.38363,100,10 to 15,,,
4/15/2014,Josh,Chickasaw NRA,1,CNRA,CNRA-PC01,156,"CHECK, does not exist in map",confirmed,KEEP,8:34,34.49183,-97.07085,0,0 to 5,,,
4/15/2014,Josh,Chickasaw NRA,2,CNRA,CNRA-PC02,157,"CHECK, does not exist in map",confirmed,KEEP,8:57,34.49361,-97.07995,0,0 to 5,,,
4/15/2014,Josh,Chickasaw NRA,3,CNRA,CNRA-PC03,158,"CHECK, does not exist in map",confirmed,KEEP,9:20,34.47883,-97.09074,0,0 to 5,,,
4/15/2014,Josh,Chickasaw NRA,4,CNRA,CNRA-PC04,159,"CHECK, does not exist in map",confirmed,KEEP,9:41,34.47158,-97.09082,0,0 to 5,,,
4/15/2014,Josh,Chickasaw NRA,5,CNRA,CNRA-PC05,160,"CHECK, does not exist in map",confirmed,KEEP,10:00,34.46284,-97.09119,0,0 to 5,,,
4/15/2014,Josh,Chickasaw NRA,6,CNRA,CNRA-PC06,161,"CHECK, does not exist in map",confirmed,KEEP,10:24,34.47731,-97.09383,0,0 to 5,,KILL,"BEKI, GADW"
4/15/2014,Josh,Chickasaw NRA,7,CNRA,CNRA-PC07,162,"CHECK, does not exist in map",confirmed,KEEP,10:46,34.47719,-97.08397,0,0 to 5,,,
5/2/2014,Josh,Grazinglands,3,GRLB,GRLBPC05,185,,,KEEP,10:55,35.54124,-97.99928,0,10 to 15,,"STFL, NOMO, STFL",
5/2/2014,Josh,Grazinglands,4,GRLB,GRLBPC06,184,,,KEEP,10:44,35.5437,-98.00511,0,0 to 5,,,
5/2/2014,Josh,Grazinglands,5,GRLB,GRLBPC07,183,,,KEEP,10:22,35.54611,-98.01099,0,0 to 5,,,
